Oly contig	SPID	SPID evalue	Gene Name
Ostrea_lur_contig23306	Q69ZZ6	4.00E-31	TMCC1_MOUSE Transmembrane and coiled-coil domains protein 1 OS=Mus musculus GN=Tmcc1 PE=1 SV=2
Ostrea_lur_contig23308	Q9Y5Q8	9.00E-14	TF3C5_HUMAN General transcription factor 3C polypeptide 5 OS=Homo sapiens GN=GTF3C5 PE=1 SV=2
Ostrea_lur_contig23309	Q15751	4.00E-30	HERC1_HUMAN Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens GN=HERC1 PE=1 SV=1
Ostrea_lur_contig2331	Q8N5H7	3.00E-56	SH2D3_HUMAN SH2 domain-containing protein 3C OS=Homo sapiens GN=SH2D3C PE=1 SV=1
Ostrea_lur_contig23310	Q5ZIJ9	7.00E-20	MIB2_CHICK E3 ubiquitin-protein ligase MIB2 OS=Gallus gallus GN=MIB2 PE=2 SV=1
Ostrea_lur_contig23313	Q86Z23	9.00E-07	C1QL4_HUMAN Complement C1q-like protein 4 OS=Homo sapiens GN=C1QL4 PE=2 SV=1
Ostrea_lur_contig23317	Q9YHZ6	1.00E-35	CC45L_XENLA CDC45-related protein OS=Xenopus laevis GN=cdc45l PE=2 SV=1
Ostrea_lur_contig2332	Q8CHU3	1.00E-14	EPN2_MOUSE Epsin-2 OS=Mus musculus GN=Epn2 PE=1 SV=1
Ostrea_lur_contig23324	Q8WXH0	6.00E-14	SYNE2_HUMAN Nesprin-2 OS=Homo sapiens GN=SYNE2 PE=1 SV=3
Ostrea_lur_contig23325	P04630	2.00E-08	CALL_CAEEL Calmodulin-like protein OS=Caenorhabditis elegans GN=cal-1 PE=2 SV=1
Ostrea_lur_contig23326	Q2KII7	1.00E-31	PEX16_BOVIN Peroxisomal membrane protein PEX16 OS=Bos taurus GN=PEX16 PE=2 SV=2
Ostrea_lur_contig2333	Q7Z5L3	6.00E-08	C1QL2_HUMAN Complement C1q-like protein 2 OS=Homo sapiens GN=C1QL2 PE=2 SV=1
Ostrea_lur_contig23331	Q9VUL9	9.00E-31	FUCTA_DROME Glycoprotein 3-alpha-L-fucosyltransferase A OS=Drosophila melanogaster GN=FucTA PE=1 SV=2
Ostrea_lur_contig23335	Q5TP13	1.00E-05	MED15_ANOGA Mediator of RNA polymerase II transcription subunit 15 OS=Anopheles gambiae GN=MED15 PE=3 SV=3
Ostrea_lur_contig23336	Q6WYY1	4.00E-15	PC11X_PANPA Protocadherin-11 X-linked OS=Pan paniscus GN=PCDH11X PE=3 SV=1
Ostrea_lur_contig23337	Q6P6Y1	5.00E-37	K1468_DANRE LisH domain and HEAT repeat-containing protein KIAA1468 homolog OS=Danio rerio GN=zgc:66014 PE=2 SV=1
Ostrea_lur_contig23338	Q60648	4.00E-10	SAP3_MOUSE Ganglioside GM2 activator OS=Mus musculus GN=Gm2a PE=1 SV=2
Ostrea_lur_contig23345	A1X150	1.00E-08	MET_ECHTE Hepatocyte growth factor receptor OS=Echinops telfairi GN=MET PE=3 SV=1
Ostrea_lur_contig23348	Q8K0T4	2.00E-32	KATL1_MOUSE Katanin p60 ATPase-containing subunit A-like 1 OS=Mus musculus GN=Katnal1 PE=2 SV=1
Ostrea_lur_contig2335	Q05A62	3.00E-92	"DNAL1_MOUSE Dynein light chain 1, axonemal OS=Mus musculus GN=Dnal1 PE=2 SV=2"
Ostrea_lur_contig23352	Q59I64	1.00E-15	YLAT2_DANRE Y+L amino acid transporter 2 OS=Danio rerio GN=slc7a6 PE=2 SV=1
Ostrea_lur_contig23353	Q8R5M5	4.00E-31	ACMSD_RAT 2-amino-3-carboxymuconate-6-semialdehyde decarboxylase OS=Rattus norvegicus GN=Acmsd PE=1 SV=1
Ostrea_lur_contig23359	Q3ZT31	9.00E-35	SNX25_MOUSE Sorting nexin-25 OS=Mus musculus GN=Snx25 PE=2 SV=1
Ostrea_lur_contig23360	Q08B22	6.00E-109	ALG11_XENLA Asparagine-linked glycosylation protein 11 homolog OS=Xenopus laevis GN=alg11 PE=2 SV=2
Ostrea_lur_contig23361	Q98T88	1.00E-26	TWS1A_XENLA Twisted gastrulation protein homolog 1-A OS=Xenopus laevis GN=twsg1-A PE=1 SV=1
Ostrea_lur_contig23368	Q5BKL9	1.00E-14	CAB45_XENTR 45 kDa calcium-binding protein OS=Xenopus tropicalis GN=sdf4 PE=2 SV=1
Ostrea_lur_contig2337	P19137	5.00E-43	LAMA1_MOUSE Laminin subunit alpha-1 OS=Mus musculus GN=Lama1 PE=1 SV=1
Ostrea_lur_contig23371	Q9X248	1.00E-17	FABG_THEMA 3-oxoacyl-[acyl-carrier-protein] reductase OS=Thermotoga maritima GN=fabG PE=3 SV=1
Ostrea_lur_contig23372	O88491	2.00E-45	"NSD1_MOUSE Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific OS=Mus musculus GN=Nsd1 PE=1 SV=1"
Ostrea_lur_contig23373	O70239	6.00E-20	AXN1_RAT Axin-1 OS=Rattus norvegicus GN=Axin1 PE=1 SV=3
Ostrea_lur_contig23374	Q01705	1.00E-87	NOTC1_MOUSE Neurogenic locus notch homolog protein 1 OS=Mus musculus GN=Notch1 PE=1 SV=2
Ostrea_lur_contig23378	P59015	2.00E-29	VPS18_DANRE Vacuolar protein sorting-associated protein 18 homolog OS=Danio rerio GN=vps18 PE=2 SV=2
Ostrea_lur_contig23380	P11029	4.00E-74	ACAC_CHICK Acetyl-CoA carboxylase OS=Gallus gallus GN=ACAC PE=1 SV=1
Ostrea_lur_contig23382	Q5THJ4	5.00E-25	VP13D_HUMAN Vacuolar protein sorting-associated protein 13D OS=Homo sapiens GN=VPS13D PE=1 SV=1
Ostrea_lur_contig23384	Q7Z6K4	1.00E-28	NRARP_HUMAN Notch-regulated ankyrin repeat-containing protein OS=Homo sapiens GN=NRARP PE=2 SV=1
Ostrea_lur_contig23387	Q8NBH2	4.00E-08	KY_HUMAN Kyphoscoliosis peptidase OS=Homo sapiens GN=KY PE=2 SV=1
Ostrea_lur_contig23389	Q6PCI7	1.00E-85	MCM5B_XENLA DNA replication licensing factor mcm5-B OS=Xenopus laevis GN=mcm5-B PE=2 SV=1
Ostrea_lur_contig2339	Q5R9U9	7.00E-64	RWD2B_PONAB RWD domain-containing protein 2B OS=Pongo abelii GN=RWDD2B PE=2 SV=1
Ostrea_lur_contig23392	Q52KV5	1.00E-54	LEO1_XENLA RNA polymerase-associated protein LEO1 OS=Xenopus laevis GN=leo1 PE=2 SV=1
Ostrea_lur_contig23396	Q9ES88	1.00E-58	S13A2_MOUSE Solute carrier family 13 member 2 OS=Mus musculus GN=Slc13a2 PE=2 SV=1
Ostrea_lur_contig23397	O95155	7.00E-48	UBE4B_HUMAN Ubiquitin conjugation factor E4 B OS=Homo sapiens GN=UBE4B PE=1 SV=1
Ostrea_lur_contig23398	Q6GMR7	8.00E-72	FAAH2_HUMAN Fatty-acid amide hydrolase 2 OS=Homo sapiens GN=FAAH2 PE=2 SV=1
Ostrea_lur_contig2340	P51892	5.00E-41	DNLI1_XENLA DNA ligase 1 OS=Xenopus laevis GN=lig1 PE=2 SV=1
Ostrea_lur_contig23400	Q920R0	3.00E-12	ALS2_MOUSE Alsin OS=Mus musculus GN=Als2 PE=1 SV=2
Ostrea_lur_contig23401	Q58D79	2.00E-26	RPH3L_BOVIN Rab effector Noc2 OS=Bos taurus GN=RPH3AL PE=2 SV=1
Ostrea_lur_contig23404	Q62730	7.00E-33	DHB2_RAT Estradiol 17-beta-dehydrogenase 2 OS=Rattus norvegicus GN=Hsd17b2 PE=2 SV=1
Ostrea_lur_contig23406	Q91WM2	2.00E-93	CECR5_MOUSE Cat eye syndrome critical region protein 5 homolog OS=Mus musculus GN=Cecr5 PE=2 SV=1
Ostrea_lur_contig23407	Q6PBI8	4.00E-07	TM177_DANRE Transmembrane protein 177 OS=Danio rerio GN=tmem177 PE=2 SV=1
Ostrea_lur_contig23409	Q8CIV2	2.00E-17	MBRL_MOUSE Membralin OS=Mus musculus GN=ORF61 PE=1 SV=2
Ostrea_lur_contig2341	Q9UJF2	9.00E-150	NGAP_HUMAN Ras GTPase-activating protein nGAP OS=Homo sapiens GN=RASAL2 PE=1 SV=2
Ostrea_lur_contig23417	Q96J84	8.00E-16	KIRR1_HUMAN Kin of IRRE-like protein 1 OS=Homo sapiens GN=KIRREL PE=1 SV=2
Ostrea_lur_contig2342	A8WHP3	2.00E-152	SC5A9_DANRE Sodium/glucose cotransporter 4 OS=Danio rerio GN=slc5a9 PE=2 SV=1
Ostrea_lur_contig23421	Q57951	3.00E-07	Y531_METJA Uncharacterized protein MJ0531 OS=Methanocaldococcus jannaschii GN=MJ0531 PE=3 SV=1
Ostrea_lur_contig23430	Q06A37	1.00E-27	CHD7_CHICK Chromodomain-helicase-DNA-binding protein 7 OS=Gallus gallus GN=CHD7 PE=2 SV=1
Ostrea_lur_contig23433	A3KMH1	7.00E-158	K0564_HUMAN Uncharacterized protein KIAA0564 OS=Homo sapiens GN=KIAA0564 PE=1 SV=2
Ostrea_lur_contig23436	Q9W6F9	1.00E-06	WIF1_DANRE Wnt inhibitory factor 1 OS=Danio rerio GN=wif1 PE=2 SV=1
Ostrea_lur_contig2344	Q2KJC1	0	CDC5L_BOVIN Cell division cycle 5-like protein OS=Bos taurus GN=CDC5L PE=2 SV=1
Ostrea_lur_contig23442	Q9VVE5	2.00E-36	MSIR6_DROME RNA-binding protein Musashi homolog Rbp6 OS=Drosophila melanogaster GN=Rbp6 PE=1 SV=3
Ostrea_lur_contig23444	Q6Y685	5.00E-47	TACC1_MOUSE Transforming acidic coiled-coil-containing protein 1 OS=Mus musculus GN=Tacc1 PE=1 SV=1
Ostrea_lur_contig23448	Q6GV12	2.00E-113	KDSR_MOUSE 3-ketodihydrosphingosine reductase OS=Mus musculus GN=Kdsr PE=2 SV=1
Ostrea_lur_contig23455	Q15286	8.00E-25	RAB35_HUMAN Ras-related protein Rab-35 OS=Homo sapiens GN=RAB35 PE=1 SV=1
Ostrea_lur_contig23459	Q0WYX8	4.00E-15	MDGA1_CHICK MAM domain-containing glycosylphosphatidylinositol anchor protein 1 OS=Gallus gallus GN=MDGA1 PE=1 SV=1
Ostrea_lur_contig2346	Q5ZIQ3	5.00E-06	HNRPK_CHICK Heterogeneous nuclear ribonucleoprotein K OS=Gallus gallus GN=HNRNPK PE=2 SV=1
Ostrea_lur_contig23461	Q8K4F6	4.00E-10	NSUN5_MOUSE Putative methyltransferase NSUN5 OS=Mus musculus GN=Nsun5 PE=2 SV=2
Ostrea_lur_contig23462	C0H906	9.00E-22	NCBP1_SALSA Nuclear cap-binding protein subunit 1 OS=Salmo salar GN=ncbp1 PE=2 SV=1
Ostrea_lur_contig23463	P30793	4.00E-35	GCH1_HUMAN GTP cyclohydrolase 1 OS=Homo sapiens GN=GCH1 PE=1 SV=1
Ostrea_lur_contig23464	Q5R822	5.00E-27	NUP93_PONAB Nuclear pore complex protein Nup93 OS=Pongo abelii GN=NUP93 PE=2 SV=2
Ostrea_lur_contig23465	Q9EQN5	4.00E-18	SMBP2_RAT DNA-binding protein SMUBP-2 OS=Rattus norvegicus GN=Ighmbp2 PE=1 SV=1
Ostrea_lur_contig23466	P58165	2.00E-29	AT2B2_OREMO Plasma membrane calcium-transporting ATPase 2 (Fragment) OS=Oreochromis mossambicus GN=atp2b2 PE=2 SV=1
Ostrea_lur_contig23476	Q90XF2	3.00E-133	KPCI_DANRE Protein kinase C iota type OS=Danio rerio GN=prkci PE=2 SV=2
Ostrea_lur_contig2348	O01427	8.00E-14	AIR2_CAEEL Aurora/Ipl1-related protein kinase 2 OS=Caenorhabditis elegans GN=air-2 PE=1 SV=2
Ostrea_lur_contig23482	Q8HYR6	6.00E-12	DHRS9_BOVIN Dehydrogenase/reductase SDR family member 9 OS=Bos taurus GN=DHRS9 PE=2 SV=1
Ostrea_lur_contig23485	A4IGK3	3.00E-05	CRBL2_XENTR cAMP-responsive element-binding protein-like 2 OS=Xenopus tropicalis GN=crebl2 PE=3 SV=1
Ostrea_lur_contig23491	Q969X6	1.00E-11	CIR1A_HUMAN Cirhin OS=Homo sapiens GN=CIRH1A PE=1 SV=1
Ostrea_lur_contig23494	Q09225	8.00E-16	NRF6_CAEEL Nose resistant to fluoxetine protein 6 OS=Caenorhabditis elegans GN=nrf-6 PE=1 SV=3
Ostrea_lur_contig23498	A6NE01	2.00E-08	F186A_HUMAN Protein FAM186A OS=Homo sapiens GN=FAM186A PE=2 SV=3
Ostrea_lur_contig23499	Q9NZW5	2.00E-12	MPP6_HUMAN MAGUK p55 subfamily member 6 OS=Homo sapiens GN=MPP6 PE=1 SV=2
Ostrea_lur_contig235	Q99PK0	0	SYF1_RAT Pre-mRNA-splicing factor SYF1 OS=Rattus norvegicus GN=Xab2 PE=2 SV=1
Ostrea_lur_contig2350	Q5U4C9	0	DYRK2_MOUSE Dual specificity tyrosine-phosphorylation-regulated kinase 2 OS=Mus musculus GN=Dyrk2 PE=2 SV=1
Ostrea_lur_contig23502	Q5RBD6	2.00E-08	CCD66_PONAB Coiled-coil domain-containing protein 66 OS=Pongo abelii GN=CCDC66 PE=2 SV=1
Ostrea_lur_contig23503	Q17QJ5	5.00E-70	TSN5_BOVIN Tetraspanin-5 OS=Bos taurus GN=TSPAN5 PE=2 SV=1
Ostrea_lur_contig23505	Q38PU8	3.00E-62	GRIA1_MACFA Glutamate receptor 1 OS=Macaca fascicularis GN=GRIA1 PE=2 SV=1
Ostrea_lur_contig23507	O75140	6.00E-76	DEPD5_HUMAN DEP domain-containing protein 5 OS=Homo sapiens GN=DEPDC5 PE=2 SV=1
Ostrea_lur_contig23508	B0JYW5	1.00E-69	ANM6_XENTR Protein arginine N-methyltransferase 6 OS=Xenopus tropicalis GN=prmt6 PE=2 SV=1
Ostrea_lur_contig2351	P37801	4.00E-34	CLPH_ONCVO Calponin homolog OV9M OS=Onchocerca volvulus PE=2 SV=2
Ostrea_lur_contig23511	Q155U0	2.00E-17	FFR_DANRE Protein fat-free OS=Danio rerio GN=ffr PE=2 SV=1
Ostrea_lur_contig23512	Q9WU22	3.00E-161	PTN4_MOUSE Tyrosine-protein phosphatase non-receptor type 4 OS=Mus musculus GN=Ptpn4 PE=1 SV=1
Ostrea_lur_contig23517	Q9DB85	3.00E-81	RRP8_MOUSE Ribosomal RNA-processing protein 8 OS=Mus musculus GN=Rrp8 PE=1 SV=1
Ostrea_lur_contig2352	Q9MZF4	6.00E-142	DUOX1_CANFA Dual oxidase 1 OS=Canis familiaris GN=DUOX1 PE=1 SV=1
Ostrea_lur_contig23520	Q9UPS6	1.00E-82	SET1B_HUMAN Histone-lysine N-methyltransferase SETD1B OS=Homo sapiens GN=SETD1B PE=1 SV=2
Ostrea_lur_contig23523	Q54V47	4.00E-35	ARFJ_DICDI ADP-ribosylation factor J OS=Dictyostelium discoideum GN=arrJ PE=3 SV=1
Ostrea_lur_contig23525	P10079	2.00E-24	FBP1_STRPU Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2
Ostrea_lur_contig23526	Q9VUL9	3.00E-09	FUCTA_DROME Glycoprotein 3-alpha-L-fucosyltransferase A OS=Drosophila melanogaster GN=FucTA PE=1 SV=2
Ostrea_lur_contig23528	P51612	1.00E-85	XPC_MOUSE DNA repair protein complementing XP-C cells homolog OS=Mus musculus GN=Xpc PE=1 SV=2
Ostrea_lur_contig23532	Q8NF91	3.00E-10	SYNE1_HUMAN Nesprin-1 OS=Homo sapiens GN=SYNE1 PE=1 SV=3
Ostrea_lur_contig23533	O88697	2.00E-41	STK16_MOUSE Serine/threonine-protein kinase 16 OS=Mus musculus GN=Stk16 PE=2 SV=3
Ostrea_lur_contig23534	Q9Y236	1.00E-06	OSGI2_HUMAN Oxidative stress-induced growth inhibitor 2 OS=Homo sapiens GN=OSGIN2 PE=2 SV=1
Ostrea_lur_contig23540	Q6DBR9	4.00E-24	CS050_DANRE UPF0459 protein C19orf50 homolog OS=Danio rerio GN=zgc:91862 PE=2 SV=1
Ostrea_lur_contig23545	P0C6B8	1.00E-42	"SVEP1_RAT Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1"
Ostrea_lur_contig23555	Q6AW46	3.00E-17	EST7_MOUSE Carboxylesterase 7 OS=Mus musculus GN=Ces7 PE=2 SV=1
Ostrea_lur_contig23564	Q9ET77	2.00E-31	JPH3_MOUSE Junctophilin-3 OS=Mus musculus GN=Jph3 PE=1 SV=1
Ostrea_lur_contig23566	Q4V8V2	1.00E-70	NUD17_DANRE Nucleoside diphosphate-linked moiety X motif 17 OS=Danio rerio GN=nudt17 PE=2 SV=1
Ostrea_lur_contig23570	Q9Y4C8	4.00E-34	RBM19_HUMAN Probable RNA-binding protein 19 OS=Homo sapiens GN=RBM19 PE=1 SV=2
Ostrea_lur_contig23573	Q15751	2.00E-22	HERC1_HUMAN Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens GN=HERC1 PE=1 SV=1
Ostrea_lur_contig23576	Q6DGV7	1.00E-33	M17L2_DANRE Mpv17-like protein 2 OS=Danio rerio GN=mpv17l2 PE=2 SV=1
Ostrea_lur_contig23581	Q08D51	2.00E-15	ATG2A_XENTR Autophagy-related protein 2 homolog A OS=Xenopus tropicalis GN=atg2a PE=2 SV=1
Ostrea_lur_contig23582	Q07890	4.00E-30	SOS2_HUMAN Son of sevenless homolog 2 OS=Homo sapiens GN=SOS2 PE=1 SV=2
Ostrea_lur_contig23583	P15128	2.00E-77	CP4B1_RABIT Cytochrome P450 4B1 OS=Oryctolagus cuniculus GN=CYP4B1 PE=1 SV=1
Ostrea_lur_contig23586	Q86TI4	2.00E-54	WDR86_HUMAN WD repeat-containing protein 86 OS=Homo sapiens GN=WDR86 PE=5 SV=2
Ostrea_lur_contig23588	Q9JI39	1.00E-12	"ABCBA_MOUSE ATP-binding cassette sub-family B member 10, mitochondrial OS=Mus musculus GN=Abcb10 PE=2 SV=1"
Ostrea_lur_contig2359	Q9UGJ0	1.00E-126	AAKG2_HUMAN 5'-AMP-activated protein kinase subunit gamma-2 OS=Homo sapiens GN=PRKAG2 PE=1 SV=1
Ostrea_lur_contig23590	Q9D4H1	1.00E-22	EXOC2_MOUSE Exocyst complex component 2 OS=Mus musculus GN=Exoc2 PE=1 SV=1
Ostrea_lur_contig23591	Q60803	2.00E-85	TRAF3_MOUSE TNF receptor-associated factor 3 OS=Mus musculus GN=Traf3 PE=1 SV=1
Ostrea_lur_contig23600	Q4JIJ3	0	METH_BOVIN Methionine synthase OS=Bos taurus GN=MTR PE=2 SV=1
Ostrea_lur_contig23601	P56282	2.00E-151	DPOE2_HUMAN DNA polymerase epsilon subunit 2 OS=Homo sapiens GN=POLE2 PE=1 SV=2
Ostrea_lur_contig23603	O14730	4.00E-25	RIOK3_HUMAN Serine/threonine-protein kinase RIO3 OS=Homo sapiens GN=RIOK3 PE=1 SV=2
Ostrea_lur_contig2361	Q9D668	2.00E-14	ARRD2_MOUSE Arrestin domain-containing protein 2 OS=Mus musculus GN=Arrdc2 PE=2 SV=1
Ostrea_lur_contig23611	Q5VWW1	6.00E-12	C1QL3_HUMAN Complement C1q-like protein 3 OS=Homo sapiens GN=C1QL3 PE=2 SV=1
Ostrea_lur_contig23612	Q86WI1	4.00E-50	PKHL1_HUMAN Fibrocystin-L OS=Homo sapiens GN=PKHD1L1 PE=2 SV=2
Ostrea_lur_contig23613	Q86V88	7.00E-40	MGDP1_HUMAN Magnesium-dependent phosphatase 1 OS=Homo sapiens GN=MDP1 PE=1 SV=1
Ostrea_lur_contig23615	O01761	5.00E-06	UNC89_CAEEL Muscle M-line assembly protein unc-89 OS=Caenorhabditis elegans GN=unc-89 PE=1 SV=3
Ostrea_lur_contig23620	Q28654	4.00E-29	2A5E_RABIT Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform (Fragment) OS=Oryctolagus cuniculus GN=PPP2R5E PE=2 SV=1
Ostrea_lur_contig23621	Q62226	2.00E-43	SHH_MOUSE Sonic hedgehog protein OS=Mus musculus GN=Shh PE=1 SV=2
Ostrea_lur_contig23622	Q6XLQ7	1.00E-21	CALU_RABIT Calumenin OS=Oryctolagus cuniculus GN=CALU PE=1 SV=2
Ostrea_lur_contig23623	Q6GPV5	2.00E-07	RN181_XENLA E3 ubiquitin-protein ligase rnf181 OS=Xenopus laevis GN=rnf181 PE=2 SV=1
Ostrea_lur_contig23624	Q15276	2.00E-57	RABE1_HUMAN Rab GTPase-binding effector protein 1 OS=Homo sapiens GN=RABEP1 PE=1 SV=2
Ostrea_lur_contig23625	Q6AY78	4.00E-57	S22AI_RAT Solute carrier family 22 member 18 OS=Rattus norvegicus GN=Slc22a18 PE=2 SV=2
Ostrea_lur_contig23627	Q60974	2.00E-43	NCOR1_MOUSE Nuclear receptor corepressor 1 OS=Mus musculus GN=Ncor1 PE=1 SV=1
Ostrea_lur_contig23628	Q96PC2	4.00E-33	IP6K3_HUMAN Inositol hexakisphosphate kinase 3 OS=Homo sapiens GN=IP6K3 PE=1 SV=2
Ostrea_lur_contig23634	Q08CG8	8.00E-21	RNF44_DANRE RING finger protein 44 OS=Danio rerio GN=rnf44 PE=2 SV=1
Ostrea_lur_contig23635	Q64459	2.00E-22	CP3AB_MOUSE Cytochrome P450 3A11 OS=Mus musculus GN=Cyp3a11 PE=1 SV=1
Ostrea_lur_contig23639	P50475	2.00E-20	"SYAC_RAT Alanyl-tRNA synthetase, cytoplasmic OS=Rattus norvegicus GN=Aars PE=1 SV=3"
Ostrea_lur_contig23642	Q9VD51	3.00E-27	DDX18_DROME Probable ATP-dependent RNA helicase pitchoune OS=Drosophila melanogaster GN=pit PE=2 SV=2
Ostrea_lur_contig23643	Q5SPL2	3.00E-71	PHF12_MOUSE PHD finger protein 12 OS=Mus musculus GN=Phf12 PE=2 SV=1
Ostrea_lur_contig23647	O54904	2.00E-40	"B3GT1_MOUSE Beta-1,3-galactosyltransferase 1 OS=Mus musculus GN=B3galt1 PE=2 SV=2"
Ostrea_lur_contig23648	Q9D5U8	2.00E-09	CT152_MOUSE Uncharacterized protein C20orf152 homolog OS=Mus musculus PE=1 SV=2
Ostrea_lur_contig23649	O02466	7.00E-13	ILPR_BRALA Insulin-like peptide receptor OS=Branchiostoma lanceolatum PE=2 SV=1
Ostrea_lur_contig2365	Q63ZM9	1.00E-32	ZN830_XENLA Zinc finger protein 830 OS=Xenopus laevis GN=znf830 PE=2 SV=1
Ostrea_lur_contig23651	O88281	5.00E-15	MEGF6_RAT Multiple epidermal growth factor-like domains protein 6 OS=Rattus norvegicus GN=Megf6 PE=1 SV=1
Ostrea_lur_contig23654	Q8BWD2	2.00E-35	IP6K3_MOUSE Inositol hexakisphosphate kinase 3 OS=Mus musculus GN=Ip6k3 PE=2 SV=1
Ostrea_lur_contig23655	Q39575	4.00E-07	"DYHG_CHLRE Dynein gamma chain, flagellar outer arm OS=Chlamydomonas reinhardtii GN=ODA2 PE=1 SV=1"
Ostrea_lur_contig23657	Q8R3L2	5.00E-17	TCF25_MOUSE Transcription factor 25 OS=Mus musculus GN=Tcf25 PE=1 SV=2
Ostrea_lur_contig23661	Q6A078	8.00E-23	CE290_MOUSE Centrosomal protein of 290 kDa OS=Mus musculus GN=Cep290 PE=1 SV=2
Ostrea_lur_contig23662	Q6DIY8	1.00E-26	M17L2_XENTR Mpv17-like protein 2 OS=Xenopus tropicalis GN=mpv17l2 PE=2 SV=1
Ostrea_lur_contig23667	Q8BYH3	2.00E-76	TRM13_MOUSE tRNA guanosine-2'-O-methyltransferase TRM13 homolog OS=Mus musculus GN=Ccdc76 PE=2 SV=1
Ostrea_lur_contig23670	Q9VCA2	3.00E-92	ORCT_DROME Organic cation transporter protein OS=Drosophila melanogaster GN=Orct PE=1 SV=1
Ostrea_lur_contig23673	Q2TA45	5.00E-32	AGFG1_BOVIN Arf-GAP domain and FG repeats-containing protein 1 OS=Bos taurus GN=AGFG1 PE=2 SV=1
Ostrea_lur_contig23676	P02469	5.00E-47	LAMB1_MOUSE Laminin subunit beta-1 OS=Mus musculus GN=Lamb1-1 PE=1 SV=2
Ostrea_lur_contig23678	P35748	4.00E-93	MYH11_RABIT Myosin-11 OS=Oryctolagus cuniculus GN=MYH11 PE=2 SV=2
Ostrea_lur_contig23680	Q9BSF4	1.00E-20	CS052_HUMAN Uncharacterized protein C19orf52 OS=Homo sapiens GN=C19orf52 PE=1 SV=2
Ostrea_lur_contig23686	Q5ZJQ8	9.00E-16	UBAC2_CHICK Ubiquitin-associated domain-containing protein 2 OS=Gallus gallus GN=UBAC2 PE=2 SV=1
Ostrea_lur_contig23688	Q3UIL6	4.00E-13	PKHA7_MOUSE Pleckstrin homology domain-containing family A member 7 OS=Mus musculus GN=Plekha7 PE=1 SV=2
Ostrea_lur_contig2369	Q0VFN8	7.00E-112	CI117_XENTR Uncharacterized protein C9orf117 homolog OS=Xenopus tropicalis PE=2 SV=1
Ostrea_lur_contig23690	B2RR83	1.00E-20	YTDC2_MOUSE Probable ATP-dependent RNA helicase YTHDC2 OS=Mus musculus GN=Ythdc2 PE=2 SV=1
Ostrea_lur_contig23691	Q9H091	7.00E-09	ZMY15_HUMAN Zinc finger MYND domain-containing protein 15 OS=Homo sapiens GN=ZMYND15 PE=2 SV=1
Ostrea_lur_contig23692	Q24307	3.00E-06	IAP2_DROME Apoptosis 2 inhibitor OS=Drosophila melanogaster GN=Iap2 PE=2 SV=3
Ostrea_lur_contig23695	Q99575	2.00E-29	POP1_HUMAN Ribonucleases P/MRP protein subunit POP1 OS=Homo sapiens GN=POP1 PE=1 SV=2
Ostrea_lur_contig23697	Q0IJ05	2.00E-76	OSBL9_XENTR Oxysterol-binding protein-related protein 9 OS=Xenopus tropicalis GN=osbpl9 PE=2 SV=1
Ostrea_lur_contig23698	Q2V459	2.00E-06	DF298_ARATH Putative defensin-like protein 298 OS=Arabidopsis thaliana GN=At2g25185 PE=3 SV=1
Ostrea_lur_contig237	Q04164	6.00E-14	SAS_DROME Putative epidermal cell surface receptor OS=Drosophila melanogaster GN=sas PE=1 SV=2
Ostrea_lur_contig23701	O68965	1.00E-07	MI2D_RHIME Inositol 2-dehydrogenase OS=Rhizobium meliloti GN=idhA PE=1 SV=2
Ostrea_lur_contig23702	O95071	2.00E-20	UBR5_HUMAN E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens GN=UBR5 PE=1 SV=2
Ostrea_lur_contig23703	Q5TKR9	2.00E-30	MYST3_RAT Histone acetyltransferase MYST3 OS=Rattus norvegicus GN=Myst3 PE=2 SV=2
Ostrea_lur_contig23704	Q96DB2	2.00E-56	HDA11_HUMAN Histone deacetylase 11 OS=Homo sapiens GN=HDAC11 PE=1 SV=1
Ostrea_lur_contig2371	Q0IHW8	0	K0664_XENTR Protein KIAA0664 homolog OS=Xenopus tropicalis PE=2 SV=1
Ostrea_lur_contig23712	Q9R0M0	2.00E-26	CELR2_MOUSE Cadherin EGF LAG seven-pass G-type receptor 2 OS=Mus musculus GN=Celsr2 PE=1 SV=2
Ostrea_lur_contig23715	Q9P0L9	2.00E-17	PK2L1_HUMAN Polycystic kidney disease 2-like 1 protein OS=Homo sapiens GN=PKD2L1 PE=1 SV=1
Ostrea_lur_contig23720	Q6DH69	3.00E-12	FAH2A_DANRE Fatty-acid amide hydrolase 2-A OS=Danio rerio GN=faah2a PE=2 SV=1
Ostrea_lur_contig23723	Q3TIX9	4.00E-62	SNUT2_MOUSE U4/U6.U5 tri-snRNP-associated protein 2 OS=Mus musculus GN=Usp39 PE=2 SV=2
